make,model,derivative,year,price,fuelType,mileage,sellerType,transmission,engineSize,color,manufacturerColor,condition,owners,taxBandCode
Mercedes-Benz,E Class,E 300De AMG Line Plus *MULTISPOKE ALLOYS*NIGHT PACKAGE*,2026,89900,Diesel Plug-in Hybrid,0,ContactTrade,Automatic,2.0,Black,Black,new,,
Mercedes-Benz,E Class,E 300De AMG Line Plus *MULTISPOKE ALLOYS*,2026,89500,Diesel Plug-in Hybrid,0,ContactTrade,Automatic,2.0,Black,Black,new,,
Mercedes-Benz,E Class,E 300De AMG Line *MULTISPOKE ALLOYS*NIGHT PACKAGE*,2026,89500,Diesel Plug-in Hybrid,0,ContactTrade,Automatic,2.0,Silver,Silver,new,,
Mercedes-Benz,E Class,E 300De AMG Line Plus *Hyperscreen* 360 Camera* €1053pm,2026,89495,Diesel Plug-in Hybrid,0,ContactTrade,Automatic,2.0,Black,Black,new,,
Mercedes-Benz,E Class,E 300 e AMG EDITION PLUS,2026,89367,Petrol Plug-in Hybrid,14,ContactTrade,Automatic,2.0,Grey,Graphite Grey Metallic,new,,
Mercedes-Benz,E Class,E 300De AMG Line *MULTISPOKE ALLOYS*,2026,89300,Diesel Plug-in Hybrid,0,ContactTrade,Automatic,2.0,Blue,Blue,new,,
Mercedes-Benz,E Class,E 300de AMG Line Plus *Multispoke Alloys*,2026,89300,Diesel Plug-in Hybrid,0,ContactTrade,Automatic,2.0,Black,Black,new,,
Mercedes-Benz,E Class,E 300 DE AMG EDITION PLUS,2026,89121,Diesel Plug-in Hybrid,12,ContactTrade,Automatic,2.0,Blue,NAUTIC BLUE,new,,
Mercedes-Benz,E Class,E 300De AMG Line Plus *360 CAMERA*MULTISPOKE ALLOYS*NIGHT PACKAGE* €1047pm,2026,88950,Diesel Plug-in Hybrid,0,ContactTrade,Automatic,2.0,Black,Black,new,,
Mercedes-Benz,E Class,E 300De AMG Line Plus *360 CAMERA* *MULTISPOKE ALLOYS* €1046pm,2026,88900,Diesel Plug-in Hybrid,0,ContactTrade,Automatic,2.0,Black,Black,new,,
Mercedes-Benz,E Class,E 300De AMG Line *MULTISPOKE ALLOYS*,2026,88900,Diesel Plug-in Hybrid,0,ContactTrade,Automatic,2.0,Black,Black,new,,
Mercedes-Benz,E Class,E 300De AMG Line *MULTISPOKE ALLOYS*,2026,88900,Diesel Plug-in Hybrid,0,ContactTrade,Automatic,2.0,Blue,Blue,new,,
Mercedes-Benz,E Class,E 300De AMG Line *MULTISPOKE ALLOYS*,2026,88900,Diesel Plug-in Hybrid,0,ContactTrade,Automatic,2.0,Grey,Grey,new,,
Mercedes-Benz,E Class,E 300De AMG Line *360 CAMERA*MULTISPOKE ALLOYS*,2026,88900,Diesel Plug-in Hybrid,0,ContactTrade,Automatic,2.0,Black,Black,new,,
Mercedes-Benz,E Class,E 300De AMG Line Plus *MULTISPOKE ALLOYS*,2026,88900,Diesel Plug-in Hybrid,0,ContactTrade,Automatic,2.0,Blue,Blue,new,,
Mercedes-Benz,E Class,E 300De AMG Line Plus,2026,88900,Diesel Plug-in Hybrid,0,ContactTrade,Automatic,2.0,Blue,Blue,new,,
Mercedes-Benz,E Class,E 300De AMG Line Plus,2026,88900,Diesel Plug-in Hybrid,0,ContactTrade,Automatic,2.0,Blue,Blue,new,,
Mercedes-Benz,E Class,E 300De AMG Line *MULTISPOKE ALLOYS*,2026,88900,Diesel Plug-in Hybrid,0,ContactTrade,Automatic,2.0,Black,Black,new,,
Mercedes-Benz,E Class,E 300De AMG Line Plus,2026,88900,Diesel Plug-in Hybrid,0,ContactTrade,Automatic,2.0,Silver,Silver,new,,
Mercedes-Benz,E Class,E300De AMG Line *MULTISPOKE ALLOYS*,2026,88900,Diesel Plug-in Hybrid,0,ContactTrade,Automatic,2.0,Grey,Grey,new,,
Mercedes-Benz,E Class,E 300De AMG Line Plus *MULTISPOKE ALLOYS*,2026,88900,Diesel Plug-in Hybrid,0,ContactTrade,Automatic,2.0,Black,Black,new,,
Mercedes-Benz,E Class,E 300De AMG Line *MULTISPOKE ALLOYS*,2026,88900,Diesel Plug-in Hybrid,0,ContactTrade,Automatic,2.0,Black,Black,new,,
Mercedes-Benz,E Class,E 300De AMG Line *MULTISPOKE ALLOYS*,2026,88900,Diesel Plug-in Hybrid,0,ContactTrade,Automatic,2.0,Grey,Grey,new,,
Mercedes-Benz,E Class,E 300De AMG Line *MULTISPOKE ALLOYS*NIGHT PACKAGE*,2026,88700,Diesel Plug-in Hybrid,0,ContactTrade,Automatic,2.0,Silver,Silver,new,,
Mercedes-Benz,E Class,E300De AMG Line PHEV €1035pm,2026,87900,Diesel Plug-in Hybrid,0,ContactTrade,Automatic,2.0,Grey,Grey,new,,
Mercedes-Benz,E Class,E300De AMG Line PHEV €1035pm,2026,87900,Diesel Plug-in Hybrid,0,ContactTrade,Automatic,2.0,Grey,Grey,new,,
Mercedes-Benz,E Class,E 300De AMG Line €1035pm,2026,87900,Diesel Plug-in Hybrid,0,ContactTrade,Automatic,2.0,Black,Black,new,,
Mercedes-Benz,E Class,"E Class E 300 AMG Edition Plus | Night Package, 360 Degree Camera",2026,87756,Petrol Plug-in Hybrid,9,ContactTrade,Automatic,2.0,Silver,Verde Silver,new,,
Mercedes-Benz,E Class,"E 300 E AMG Edition Plus | Massage Seats for Driver, Heated Seats, Reversing Camera, Memory Seat Package",2026,87146,Petrol Plug-in Hybrid,9,ContactTrade,Automatic,2.0,Grey,Graphite Grey Metallic,new,,
Mercedes-Benz,E Class,E 300De AMG Line Plus,2026,86950,Diesel Plug-in Hybrid,0,ContactTrade,Automatic,2.0,Black,Black,new,,
Mercedes-Benz,E Class,E300De AMG Line PHEV,2026,86900,Diesel Plug-in Hybrid,0,ContactTrade,Automatic,2.0,Black,Black,new,,
Mercedes-Benz,E Class,E 300De AMG Line Plus,2026,86900,Diesel Plug-in Hybrid,0,ContactTrade,Automatic,2.0,Black,Black,new,,
Mercedes-Benz,E Class,E 300 e AMG EDITION PLUS,2026,86891,Petrol Plug-in Hybrid,14,ContactTrade,Automatic,2.0,Silver,VERDE SILVER,new,,A1
Mercedes-Benz,E Class,E 300 E AMG EDITION PLUS,2026,86620,Petrol Plug-in Hybrid,9,ContactTrade,Automatic,2.0,Black,Black,new,,
Mercedes-Benz,E Class,E 300 e AMG Edition Plus,2026,86577,Petrol Plug-in Hybrid,16,ContactTrade,Automatic,2.0,Black,Black,new,,
Mercedes-Benz,E Class,E 300E AMG Edition Plus,2026,86227,Petrol Plug-in Hybrid,9,ContactTrade,Automatic,2.0,Black,Black,new,,
Mercedes-Benz,E Class,E 220d Avantgarde Plus,2026,84500,Diesel,0,ContactTrade,Automatic,2.0,Silver,Silver,new,,
Mercedes-Benz,E Class,E 220d Avantgarde Plus,2026,84200,Diesel,0,ContactTrade,Automatic,2.0,Black,Black,new,,
Mercedes-Benz,E Class,AMG E53 Premium Plus,2025,129950,Petrol Plug-in Hybrid,1699,ContactTrade,Automatic,3.0,Grey,Graphite Grey Metallic,used,1,F1
Mercedes-Benz,E Class,"E300De AMG Line *20"" Multispoke Alloys* *360 Camera* €1056pm",2025,90400,Diesel Plug-in Hybrid,0,ContactTrade,Automatic,2.0,Blue,Blue,new,,A1
Mercedes-Benz,E Class,E220D AMG LINE AUTO,2025,89950,Diesel Hybrid,48,ContactTrade,Automatic,2.0,Grey,Grey,new,,A5
Mercedes-Benz,E Class,E300de AMG Line Plus *MULTISPOKE ALLOYS* €1047pm,2025,89900,Diesel Plug-in Hybrid,0,ContactTrade,Automatic,2.0,Grey,Grey,new,1,A1
Mercedes-Benz,E Class,E 300 E AMG EDITION PLUS,2025,89051,Petrol Plug-in Hybrid,11,ContactTrade,Automatic,2.0,Blue,NAUTIC BLUE,new,,
Mercedes-Benz,E Class,"E 300 E AMG EDITION PLUS | 360-degree Reversing Camera, Memory Seat Package",2025,89051,Petrol Plug-in Hybrid,9,ContactTrade,Automatic,2.0,Blue,Nautic Blue,new,,
Mercedes-Benz,E Class,"E 300 e AMG Plus | Night Package, Heated Seats, Reversing Camera",2025,86950,Petrol Plug-in Hybrid,9,ContactTrade,Automatic,2.0,Silver,Verde Silver,new,1,A1
Mercedes-Benz,E Class,E 300 e AMG Line Plus | Panoramic Sunroof | Night Pack | 360 Camera,2025,84950,Petrol Plug-in Hybrid,2798,ContactTrade,Automatic,2.0,Black,Black,used,1,A1
Mercedes-Benz,E Class,E 300E AMG EDITION PLUS,2025,81950,Petrol Plug-in Hybrid,9,ContactTrade,Automatic,2.0,Grey,GRAPHITE GREY METALLIC,new,,
Mercedes-Benz,E Class,"E 220 D MHEV Avantgarde Plus | Reversing Camera, Heated Seats, 360 Camera",2025,79950,Diesel Plug-in Hybrid,12,ContactTrade,Automatic,2.0,Black,Black,new,1,
Mercedes-Benz,E Class,E 300 e AMG Line Plus,2025,78950,Petrol Plug-in Hybrid,11,ContactTrade,Automatic,2.0,Grey,Graphite Grey Metallic,new,1,
Mercedes-Benz,E Class,"E 300 e AMG Line Plus | 360 Camera, Reversing Camera, Heated Seats",2025,78950,Petrol Plug-in Hybrid,9,ContactTrade,Automatic,2.0,Blue,Blue,new,1,
Mercedes-Benz,E Class,"E 300 e AMG Line Plus | Reversing Camera, 360 Degree Camera, Memory Seat Package",2025,78950,Petrol Plug-in Hybrid,9,ContactTrade,Automatic,2.0,Black,Black,new,1,
Mercedes-Benz,E Class,"E 300 e PHEV AMG AUTO, Reversing Camera, Heated Seats",2025,77950,Petrol Plug-in Hybrid,18148,ContactTrade,Automatic,2.0,Grey,Grey,used,1,
Mercedes-Benz,E Class,"E 300 e AMG Line Plus | Memory Seat Package, 360 Camera, Reversing Camera, Heated Seats",2025,77950,Petrol Plug-in Hybrid,2059,ContactTrade,Automatic,2.0,Grey,Grey,used,1,
Mercedes-Benz,E Class,E 300 de AMG Line Plus,2024,74950,Diesel Plug-in Hybrid,22398,ContactTrade,Automatic,2.0,Blue,Nautic Blue Metallic,used,1,
Mercedes-Benz,E Class,E 220 D AMG LNE ADVNCED,2024,72950,Diesel,15399,ContactTrade,Automatic,2.0,Grey,Grey,used,1,B1
Mercedes-Benz,E Class,"E 300 e AMG Line Plus PHEV | Heated Seats, Memory Seat Package, Reversing Camera",2024,72950,Petrol Plug-in Hybrid,10798,ContactTrade,Automatic,2.0,Grey,Graphite Grey Metallic,used,1,A1
Mercedes-Benz,E Class,E 300De AMG Line Plus €834pm,2024,72900,Diesel Plug-in Hybrid,24061,ContactTrade,Automatic,2.0,Black,Black,used,1,
Mercedes-Benz,E Class,"E 300 e AMG Line Plus | Heated Seats, 360-degree Reversing Camera, Sports Seats",2024,71950,Petrol Plug-in Hybrid,32499,ContactTrade,Automatic,2.0,Grey,Grey,used,1,A1
Mercedes-Benz,E Class,AMG Edition Plus *IRISH CAR*NAUTIC BLUE METALLIC WITH BEIGE LEATHER*,2024,69945,Petrol Plug-in Hybrid,49000,ContactTrade,Automatic,2.0,Blue,Blue,used,1,
Mercedes-Benz,E Class,E 220 D MHEV AMG Line Plus,2023,61888,Diesel,16247,ContactTrade,Automatic,2.0,Black,Black,used,1,B1
Mercedes-Benz,E Class,PHEV E300 AMG LINE AUTO,2023,54950,Petrol Plug-in Hybrid,27577,ContactTrade,Automatic,2.0,Red,Red,used,1,
Mercedes-Benz,E Class,E 220 D AMG Line Auto,2022,57888,Diesel,40775,ContactTrade,Automatic,2.0,Black,Black,used,3,
Mercedes-Benz,E Class,E 220 D 4MATIC Avantgarde Call Derek on 0861653401,2022,46900,Diesel Hybrid,35999,ContactTrade,Automatic,2.0,Grey,Grey,used,1,B1
Mercedes-Benz,E Class,"E 300 de PHEV AMG Line Exterior - Heated Seats, Reversing Camera.",2022,44950,Diesel Plug-in Hybrid,98499,ContactTrade,Automatic,2.0,Silver,High Tech Silver Metallic,used,2,A1
Mercedes-Benz,E Class,"E300e AMG 2.0 PETROL PLUG IN HYBRID //AUTUMN SALE €4,000 REDUCTION//",2022,43950,Petrol Hybrid,39484,ContactTrade,Automatic,2.0,Black,,used,1,A1
Mercedes-Benz,E Class,E 220d Avantgarde €458pm,2022,43800,Diesel,76998,ContactTrade,Automatic,2.0,White,White,used,2,B1
Mercedes-Benz,E Class,E 300 de PHEV AMG Line Exterior,2021,39950,Diesel Plug-in Hybrid,17911,ContactTrade,Automatic,2.0,Grey,Grey,used,2,
Mercedes-Benz,E Class,E 220d AMG Line €392pm,2020,33900,Diesel,128776,ContactTrade,Automatic,2.0,Grey,Grey,used,5,A3
Mercedes-Benz,E Class,E 220 d A/T AMG Line,2020,29950,Diesel,196339,ContactTrade,Automatic,2.0,Blue,Blue,used,2,
Mercedes-Benz,E Class,"E53 AMG V6 3.0 PHEV EDITION 577BHP 4MATIC AUTO *(PREMIUM PLUS PACK,NIGHT PACK, SUPERSCREEN , PANORAMIC SUNROOF,HOST OF EXTRAS )*",2026,145950,Petrol Plug-in Hybrid,0,ContactTrade,Automatic,3.0,Silver,Silver,new,,
Mercedes-Benz,E Class,AMG 53 4Matic Hybrid RESERVED REGISTRATION 261D53 - Coming Soon - 21 Inch Alloys - Panoramic Sunroof - Ambient Lighting - Sat Nav - Reversing Camera - Electric Heated Memory Seats - Keyless Start - Ap,2026,145381,Petrol,49,ContactTrade,Automatic,3.0,,,new,,F1
Mercedes-Benz,E Class,"MERCEDES AMG E53 3.0 V6 4MATIC HYBRID EDITITION,HOST OF EXTRAS , AMG NIGHT PACK 2, 21"" AMG 5-TWIN-SPOKE ALLOY,HYPER SUPERSCREEN",2026,135980,Petrol Hybrid,0,ContactTrade,Automatic,3.0,Black,Black,new,,
Mercedes-Benz,E Class,Mercedes-AMG E 53 Hybrid 4MATIC+ Edition 577BHP,2026,134790,Petrol Plug-in Hybrid,0,ContactTrade,Automatic,3.0,Grey,Graphite Grey,new,0,
Mercedes-Benz,E Class,E300,2026,105700,Petrol Plug-in Hybrid,0,ContactTrade,Automatic,2.0,Grey,Grey,new,,
Mercedes-Benz,E Class,300 DE - Premium - HUGE SPEC,2026,100800,Diesel Plug-in Hybrid,0,ContactTrade,Automatic,2.0,Red,Red,new,,
Mercedes-Benz,E Class,E300 DE - Premium,2026,95800,Diesel Plug-in Hybrid,0,ContactTrade,Automatic,2.0,Blue,Blue,new,,
Mercedes-Benz,E Class,E300 DE - Premium,2026,95500,Diesel Plug-in Hybrid,0,ContactTrade,Automatic,2.0,White,White,new,,
Mercedes-Benz,E Class,E300De AMG Line - Pan Roof/20 inch Alloys,2026,94845,Diesel Plug-in Hybrid,9,ContactTrade,Automatic,2.0,Silver,Silver,new,,A1
Mercedes-Benz,E Class,E300 DE - Premium,2026,94800,Diesel Plug-in Hybrid,0,ContactTrade,Automatic,2.0,Brown,Brown,new,,
Mercedes-Benz,E Class,E 300DE AMG Line Plus PHEV Saloon,2026,94345,Diesel Plug-in Hybrid,9,ContactTrade,Automatic,2.0,Silver,High-Tech Silver,new,0,
Mercedes-Benz,E Class,"E300de AMG Plus Night Pack 20"" 328bhp New",2026,94150,Diesel Plug-in Hybrid,0,ContactTrade,Automatic,2.0,Grey,Grey,new,,A1
Mercedes-Benz,E Class,E300de AMG Line +,2026,93900,Diesel Plug-in Hybrid,0,ContactTrade,Automatic,2.0,Silver,Silver,new,1,
Mercedes-Benz,E Class,E300de AMG Plus 328bhp PHEV,2026,93750,Diesel Plug-in Hybrid,0,ContactTrade,Automatic,2.0,Grey,Grey,new,,
Mercedes-Benz,E Class,E300 DE,2026,92300,Diesel Plug-in Hybrid,0,ContactTrade,Automatic,2.0,Blue,Blue,new,,
Mercedes-Benz,E Class,-SOLD-,2026,91950,Diesel Plug-in Hybrid,0,ContactTrade,Automatic,2.0,Silver,Silver,new,,
Mercedes-Benz,E Class,"E300de AMG EDITION PLUS AUTO *( NIGHT PACK, PLUG-IN HYBRID)*",2026,91686,Diesel Plug-in Hybrid,0,ContactTrade,Automatic,2.0,Green,Green,new,,
Mercedes-Benz,E Class,E300de AMG Plus 328bhp Night Pack,2026,91650,Diesel Plug-in Hybrid,0,ContactTrade,Automatic,2.0,Grey,Grey,new,,
Mercedes-Benz,E Class,E300de AMG Plus Night Pack 328bhp,2026,91650,Diesel Plug-in Hybrid,0,ContactTrade,Automatic,2.0,Silver,Silver,new,,
Mercedes-Benz,E Class,300de AMG - 20 Inch Alloys - Reversing Camera - Ambient Lighting - Sat Nav - Climate Control - Electric Heated Memory Seats - Keyless Start - Apple CarPlay/Android Auto,2026,91597,Diesel Plug-in Hybrid,19,ContactTrade,Automatic,2.0,Silver,Silver,new,,
Mercedes-Benz,E Class,E300de AMG Line with Nightpack,2026,91550,Diesel Plug-in Hybrid,9,ContactTrade,Automatic,2.0,Grey,Grey,new,,
Mercedes-Benz,E Class,E300DE AMG with Nightpack/Upgraded Alloys,2026,91550,Diesel Plug-in Hybrid,8,ContactTrade,Automatic,2.0,Blue,Blue,new,,A1
Mercedes-Benz,E Class,300de AMG - 20 Inch Alloys - Reversing Camera - Ambient Lighting - Sat Nav - Climate Control - Electric Heated Memory Seats - Keyless Start - Apple CarPlay/Android Auto,2026,91156,Diesel Plug-in Hybrid,19,ContactTrade,Automatic,2.0,Blue,Blue,new,,A1
Mercedes-Benz,E Class,E300de AMG,2026,90950,Diesel Plug-in Hybrid,0,ContactTrade,Automatic,2.0,Red,Red,new,,
Mercedes-Benz,E Class,E300 E - Premium,2026,90900,Petrol Hybrid,9,ContactTrade,Automatic,2.0,Silver,Silver,new,,
Mercedes-Benz,E Class,E300de AMG PHEV 2.0 Hybrid Diesel 197 / 313 BHP € 140 Road Tax,2026,90642,Diesel Plug-in Hybrid,0,ContactTrade,Automatic,2.0,Black,Black,new,,A1
Mercedes-Benz,E Class,E300de AMG Plus Night Pack 328bhp,2026,90350,Diesel Plug-in Hybrid,0,ContactTrade,Automatic,2.0,Silver,Silver,new,,
Mercedes-Benz,E Class,E300de AMG Edition Plus-Leather Package,2026,89950,Diesel Plug-in Hybrid,0,ContactTrade,Automatic,2.0,Black,Black,new,,
Mercedes-Benz,E Class,E300de AMG EDITION PLUS AUTO *(PLUG-IN HYBRID)*,2026,89900,Diesel Plug-in Hybrid,0,ContactTrade,Automatic,2.0,Blue,Blue,new,,
Mercedes-Benz,E Class,E 220D Exclusive Plus,2026,89651,Diesel Plug-in Hybrid,9,ContactTrade,Automatic,2.0,Blue,Nautic Blue,new,0,
Mercedes-Benz,E Class,300e AMG - 20 Inch Alloys - Reversing Camera - Ambient Lighting - Sat Nav - Climate Control - Electric Heated Memory Seats - Keyless Start - Apple CarPlay/Android Auto,2026,89622,Petrol Plug-in Hybrid,19,ContactTrade,Automatic,2.0,Grey,Grey,new,,
Mercedes-Benz,E Class,E300de AMG PHEV 2.0 DIESEL PLUG IN HYBRID,2026,89523,Diesel Plug-in Hybrid,0,ContactTrade,Automatic,2.0,Silver,verde silver,new,0,
